providerId,HOTEL_NAME,SUPPLIER_HOTEL_ID,hotelErrorCount
1117,"Beverly Wilshire - Beverly Hills, A Four Seasons Hotel",109295,5
1117,Caesars Atlantic City Resort & Casino,193282,1
1117,Citadines Bastille Marais Paris,204902,1
1117,Citadines Montparnasse Paris,206337,1
1117,Club Quarters Hotel In San Francisco,210688,1
1117,Courtyard By Marriott Indianapolis Castleton,233310,1
1117,Courtyard By Marriott Jacksonville Airport Northeast,118533,1
1117,Courtyard By Marriott Kansas City Country Club Plaza,240299,1
1117,Courtyard New York Manhattan/ Midtown East,138167,2
1117,Days Inn & Suites By Wyndham Ridgeland,169247,1
1117,Days Inn By Wyndham North Sioux City,132291,1
1117,Days Inn By Wyndham Regina,153130,1
1117,Delta Hotels By Marriott Toronto,463419,1
1117,DoubleTree By Hilton Hotel Boston Bayside,153530,1
1117,Econo Lodge Inn & Suites Mesa,109842,1
1117,Embassy Suites By Hilton Greensboro Airport,120161,2
1117,Fairfield Inn & Suites By Marriott Dallas Cedar Hill,1020013,1
1117,Fairfield Inn & Suites By Marriott Denver Tech Center/South,132121,2
1117,Fairfield Inn & Suites By Marriott Woodbridge,213162,1
1117,Fairmont Chateau Lake Louise,173749,1
1117,Flamingo Las Vegas Hotel & Casino,112914,1
1117,Fort Lauderdale Marriott Harbor Beach Resort & Spa,141219,1
1117,Four Points By Sheraton Manhattan,108580,1
1117,Four Seasons Hotel Doha,225372,1
1117,Four Seasons Hotel Toronto,115059,5
1117,Gaylord Palms Resort & Convention Center,198720,1
1117,H+ Hotel Zürich,356565,2
1117,Haka House Wellington,363575,1
1117,Hampton Inn & Suites Brenham,333043,1
1117,Hampton Inn & Suites Myrtle Beach/Oceanfront,170399,1
1117,Hampton Inn Lancaster,120973,3
1117,Hampton Inn Turnersville (Philadelphia Area),351629,2
1117,Harrahs Las Vegas Hotel And Casino,113149,3
1117,Hawthorn Suites By Wyndham Williamsville Buffalo Airport,275844,1
1117,Hidden Ridge Resort,218293,1
1117,Hilton Garden Inn Fayetteville Fort Bragg,232170,1
1117,Hilton Garden Inn Greensboro Airport,573159,3
1117,Hilton Garden Inn Shreveport,274847,1
1117,Hilton Garden Inn Spartanburg,1740386,1
1117,Hilton San Diego Mission Valley,111964,1
1117,Holiday Inn Express & Suites San Antonio NW-Medical Area,274229,1
1117,Home2 Suites By Hilton San Francisco Airport North,1763336,5
1117,HomeTowne Studios Seattle - Kent/ Des Moines,150554,1
1117,"Homewood Suites By Hilton Houma, La",512548,1
1117,Homewood Suites By Hilton Lake Mary,139209,2
1117,Homewood Suites By Hilton Pittsburgh-Southpointe,324976,1
1117,Homewood Suites By Hilton Toronto Vaughan,369227,2
1117,Hotel Saint Clair - Magnificent Mile,195791,1
1117,Houston Marriott North,106442,2
1117,Hyatt Regency Huntington Beach Resort And Spa,229435,1
1117,Ibis Culiacan,508363,1
1117,Ibis Rabat Agdal,669843,1
1117,JW Marriott Miami Turnberry Resort & Spa,111214,1
1117,JW Marriott Orlando Bonnet Creek Resort & Spa,2701488,8
1117,JW Marriott Orlando Grande Lakes,265396,2
1117,JW Marriott San Antonio Hill Country Resort & Spa,325236,2
1117,Knights Inn Columbia,202695,2
1117,La Concha Renaissance San Juan Resort,259068,1
1117,La Quinta By Wyndham Denver Englewood Tech Center,217032,2
1117,La Quinta Inn & Suites By Wyndham PCB Pier Park Area,340114,1
1117,La Quinta Inn & Suites By Wyndham Page At Lake Powell,607981,1
1117,La Quinta Inn By Wyndham Detroit Southgate,134781,1
1117,Le Méridien Grand Hotel Nürnberg,217678,2
1117,Marriott Niagara Falls Fallsview Hotel & Spa,141261,1
1117,Microtel By Wyndham Perry National Fairground Area I-75,268108,1
1117,Microtel Inn & Suites By Wyndham Athens,186049,1
1117,Microtel Inn & Suites By Wyndham Leesburg/Mt Dora,177976,1
1117,"Motel 6 Longview, TX",454055,1
1117,"Motel 6 Maryland Heights, MO",134902,1
1117,Motel 6 Spring Hill FL Weeki Wachee,175372,1
1117,Motto By Hilton Washington DC City Center,630330,2
1117,Novotel Melbourne South Wharf,751728,1
1117,Orlando World Center Marriott,108650,26
1117,Petra Marriott Hotel,199164,1
1117,Ramada By Wyndham Jacksonville I-95 By Butler BLVD,107347,2
1117,Ramada By Wyndham Weyburn,274726,1
1117,Red Roof Inn & Suites Fayetteville - Fort Bragg,208419,1
1117,Red Roof Inn Chicago - Joliet,127135,1
1117,Red Roof Inn Columbus - Ohio State Fairgrounds,189992,2
1117,Red Roof Inn Columbus Northeast - Westerville,194282,2
1117,Red Roof Inn Columbus West - Hilliard,127408,1
1117,Red Roof Inn PLUS+ Baltimore North - Timonium,150727,6
1117,Red Roof Inn PLUS+ Pittsburgh South - Airport,127370,3
1117,Renaissance Dallas At Plano Legacy West Hotel,722766,1
1117,Renaissance Orlando At SeaWorld,112071,6
1117,Renaissance Orlando Resort And Spa,121463,1
1117,Residence Inn By Marriott Hartford Windsor,115782,1
1117,Residence Inn By Marriott Portland Scarborough,127882,1
1117,Rochester Airport Marriott,106426,1
1117,"San Domenico Palace, Taormina, A Four Seasons Hotel",127022,1
1117,Sheraton Centre Toronto Hotel,105666,1
1117,Sheraton Fallsview Hotel,171624,1
1117,Sheraton Norfolk Waterside Hotel,109364,2
1117,Sheraton San Diego Hotel & Marina,164084,4
1117,SpringHill Suites Philadelphia Willow Grove,196501,1
1117,Super 8 By Wyndham Beckley,234961,2
1117,Super 8 By Wyndham Greensboro/Coliseum/Conv.,201229,1
1117,Super 8 By Wyndham Greer/Spartanburg Area,201681,1
1117,Super 8 By Wyndham Stanton,512753,1
1117,"The Hi-Lo, Autograph Collection",565471,2
1117,"The Ritz-Carlton, Amelia Island",125428,1
1117,The Standard Spa Miami Beach,185861,2
1117,The Westin Fort Lauderdale Beach Resort,105812,1
1117,The Westin La Paloma Resort And Spa,105460,1
1117,The Westin Lake Las Vegas Resort & Spa,139583,4
1117,The Westin Los Angeles Airport,114635,1
1117,"The Westin South Coast Plaza, Costa Mesa",105319,2
1117,Thistle London Heathrow Terminal 5,143163,1
1117,TownePlace Suites Richland Columbia Point,426055,1
1117,Travelodge By Wyndham North Richland Hills/Dallas/Ft Worth,128401,1
1117,Travelodge By Wyndham Regina,127001,1
1117,Tru By Hilton Toronto Airport West,1701645407,1
1117,easyHotel London Croydon,813012,1
1118,Ashland Springs Hotel,188336,1
1118,Ayres Hotel Redlands,273807,1
1118,Baymont By Wyndham Easley/Greenville,192680,1
1118,Butler Inn,202597,1
1118,Days Hotel By Wyndham University Ave SE,112042,1
1118,Eastside Lodge,111279,1
1118,Extended Stay America Premier Suites Melbourne I95,1700156105,3
1118,Gazebo Inn Oceanfront,1700245509,1
1118,Hotel Elan,109568,1
1118,Lodge At Feather Falls Casino,578014,1
1118,Motel San Diego - In San Diego (Pacific Beach),653123,1
1118,Osage Village Inn,588753,1
1118,Red Carpet Inn Jeffersonville,455730,2
1118,Rodeway Inn,195417,1
1118,Royal Inn Charlotte Airport Hotel,223750,1
1169,Legacy Vacation Resorts Reno,206132,1
1237,Aiden By Best Western @ Biberach,2205078,2
1237,B'mine Hotel Frankfurt Airport,1700226021,1
1237,Best Western Airport Inn,209953,1
1237,Best Western Auburndale Inn & Suites,241568,4
1237,Best Western Braintree Inn,194313,2
1237,Best Western Carlton Suites,181774,1
1237,Best Western Clermont,195397,2
1237,Best Western Lumberton,209868,3
1237,Best Western Plus Concordville Hotel,509524,1
1237,Best Western Plus Desoto Inn & Suites,494082,1
1237,Best Western Plus Dragon Gate Inn,162772,2
1237,Best Western Plus Durham Hotel & Conference Centre,223241,5
1237,Best Western Plus InnTowner Madison,209477,4
1237,Best Western Plus Miami Airport North Hotel & Suites,507641,1
1237,Best Western Plus Montreal Downtown-Hotel Europa,181807,1
1237,Best Western Plus Montreal East,349278,5
1237,Best Western Plus Newark Airport West,193622,1
1237,Best Western Plus O'Hare International South Hotel,169043,1
1237,Best Western Plus West Covina Inn,209702,2
1237,Best Western Premier Winnipeg East,2212512,2
1237,Delux Inn Motel,488199,2
1237,Holiday Inn Cartagena Morros,387938,2
1237,Inn At Great Neck,542150,1
1237,Lloyd's On The River Country Inn By Oyo,1700176342,3
1237,Masters Inn Selma/Smithfield I-95 By OYO,617181,1
1237,"Motel 6 Atlanta, GA - Midtown",201998,1
1237,OYO Hotel Eloy/ Casa Grande Near I-10,121115,2
1237,OYO Hotel Houston Katy Freeway,455542,2
1237,OYO Hotel McAllen Airport South,733355,1
1237,OYO Hotel Valdosta GA I-75,499417,1
1237,OYO Townhouse Oklahoma City Airport,150038,2
1237,Quality Inn Harriman,267144,2
1237,"Superior Shores Hotel, BW Signature Collection By Best Western",1697800,1
1237,SureStay Hotel By Best Western Fairfield Napa Valley,270326,1
1237,SureStay Plus Hotel By Best Western Sacramento Cal Expo,550027,9
1237,SureStay Plus Hotel By Best Western St Marys Cumberland,135976,1
1237,Travel Inn By OYO Omaha,385380,2
1237,"Urban Boutique Hotel, BW Signature Collection",1700046512,1
1238,Comfort Inn & Suites Barrie,137796,1
1238,Comfort Inn And Suites,1700257932,1
1238,Comfort Inn Dartmouth,137782,1
1238,Comfort Suites Kelowna,324296,1
1238,Delux Inn Motel,488199,2
1238,Encore Resort At Reunion,594652,3
1238,Fairmont Vancouver Airport In-Terminal Hotel,169528,2
1238,GreenTree Inn & Suites Phoenix Sky Harbor,113570,2
1238,Holiday Inn Cartagena Morros,387938,3
1238,Hotel MX Cuautitlán,1700194849,1
1238,Ibis Cambridge Central Station,613210,2
1238,Inn At Lake Washington By OYO I-405,204254,2
1238,Jacksonville Inn By OYO Near Little Rock Air Force Base,244113,1
1238,Lloyd's On The River Country Inn By Oyo,1700176342,3
1238,Masters Inn Selma/Smithfield I-95 By OYO,617181,1
1238,Mercure Pakenham,1700272940,1
1238,OYO Hotel Baton Rouge East I-12 Louisiana,130549,1
1238,"OYO Hotel Calhoun, GA I-75",1700286680,1
1238,OYO Hotel Decatur I-285 The Perimeter,2199139,2
1238,OYO Hotel Eloy/ Casa Grande Near I-10,121115,3
1238,OYO Hotel Houston Katy Freeway,455542,9
1238,OYO Hotel Irving DFW Airport South,125757,1
1238,OYO Hotel McAllen Airport South,733355,1
1238,OYO Hotel Memphis TN I-40,108297,2
1238,OYO Hotel Mustang Silver Spring FL,129558,5
1238,OYO Hotel Orlando Airport,1700115834,6
1238,OYO Hotel Pensacola I-10 & Hwy 29,488094,2
1238,OYO Hotel Portage I-94,224079,2
1238,OYO Hotel Tyler Lindale,177513,1
1238,OYO Hotel Valdosta GA I-75,499417,4
1238,OYO Hotel Yuma AZ - I-8/US-95,759136,1
1238,OYO Townhouse Oklahoma City Airport,150038,3
1238,Quality Inn Harriman,267144,4
1238,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",918342,1
1238,"Solé Miami, A Noble House Resort",324953,2
1238,Super 7 Inn By OYO Tupelo Hwy 178,118769,4
1238,The Dagny Boston,148554,3
1238,The Lancaster Motel By OYO Ronks Near Paradise,621144,1
1238,The Rimrock Resort Hotel Banff,151133,1
1238,Travel Inn By OYO Omaha,385380,2
1238,Woodberry Inn & Suites By OYO Rome,553613,1
1263,Aiden By Best Western @ Biberach,2205078,1
1263,Best Western Auburndale Inn & Suites,241568,4
1263,Best Western Braintree Inn,194313,1
1263,Best Western Bridgeview Hotel,494046,1
1263,Best Western Plus Concordville Hotel,509524,1
1263,Best Western Plus Montreal East,349278,1
1263,Best Western Travelers Rest Greenville,143130,1
1263,"The Midtowner Hotel, SureStay Collection By Best Western",122103,1
1281,Baymont By Wyndham Indianapolis West,126788,1
1281,Baymont By Wyndham Orlando Downtown,2249705,2
1281,Days Inn & Suites By Wyndham Ridgeland,169247,3
1281,Days Inn & Suites By Wyndham St. Louis/Westport Plaza,145359,1
1281,Days Inn & Suites Grand Rapids Near Downtown,931584,1
1281,Days Inn By Wyndham Anaheim Near The Park,129117,2
1281,Days Inn By Wyndham Baton Rouge/I-10,386693,1
1281,Days Inn By Wyndham Cincinnati I-71,127413,1
1281,Days Inn By Wyndham Donington A50,198471,1
1281,Days Inn By Wyndham Durham/Near Duke University,138355,2
1281,Days Inn By Wyndham Gonzales,507553,1
1281,Days Inn By Wyndham St. George,122229,1
1281,Hawthorn Suites By Wyndham Williamsville Buffalo Airport,275844,4
1281,La Quinta Inn & Suites By Wyndham Richmond-Midlothian,122566,1
1281,Microtel Inn & Suites By Wyndham Gambrills,1700161482,2
1281,Microtel Inn & Suites By Wyndham Jacksonville Airport,262716,1
1281,Ramada By Wyndham Baltimore West,202783,1
1281,"Royal Hotel Calgary, Trademark Collection By Wyndham",186218,2
1281,Super 8 By Wyndham Appomattox VA,142607,1
1281,Super 8 By Wyndham Denver Stapleton,162433,1
1281,Super 8 By Wyndham Fruita,201651,1
1281,Super 8 By Wyndham Houston Northwest Cypress,1030268,2
1281,Super 8 By Wyndham Miamisburg Dayton S Area OH,212851,1
1281,Travelodge By Wyndham Buena Park,712375,1
1281,Travelodge By Wyndham Colorado Springs Airport/Peterson AFB,193111,1
1281,Travelodge By Wyndham Palm Springs,121177,1
1281,Travelodge By Wyndham Temple,223527,1
1290,Caribe Hilton,113109,1
1290,DoubleTree By Hilton Hotel Boston Bayside,153530,1
1290,DoubleTree By Hilton Princeton,118762,1
1290,DoubleTree By Hilton San Jose,115753,6
1290,DoubleTree Suites By Hilton Charlotte - SouthPark,115961,1
1290,Embassy Suites By Hilton Greensboro Airport,120161,5
1290,Embassy Suites By Hilton Raleigh Crabtree,119044,1
1290,Hampton Inn Boston-Logan Airport,193340,1
1290,Hampton Inn Houston-Near The Galleria,121489,1
1290,Hampton Inn Turnersville (Philadelphia Area),351629,1
1290,Harrah's Lake Tahoe Resort & Casino,123827,1
1290,Hilton Anaheim,112976,1
1290,Hilton Chicago O'Hare Airport,205274,2
1290,Hilton Concord,112866,2
1290,Hilton Dallas/Park Cities,192662,1
1290,Hilton Garden Inn Chicago McCormick Place,881007,1
1290,Hilton Garden Inn Columbia Airport,337679,1
1290,Hilton Garden Inn Dallas Lewisville,254168,3
1290,Hilton Garden Inn Ottawa Airport,262713,1
1290,Hilton Garden Inn Salt Lake City/Sandy,269099,1
1290,Hilton Garden Inn Troy,325910,3
1290,Hilton Greenville,114154,1
1290,Hilton New York Fashion District,336187,3
1290,Hilton Philadelphia City Avenue,175774,1
1290,Hilton San Francisco Financial District,107229,1
1290,Hilton Tanger City Center Hotel & Residences,657987,2
1290,Home2 Suites By Hilton Duncan,1861446,2
1290,Home2 Suites By Hilton Lake Mary Orlando,1701565097,1
1290,Homewood Suites By Hilton Los Angeles Redondo Beach,653808,3
1290,Homewood Suites By Hilton New Orleans French Quarter,669955,1
1290,Homewood Suites By Hilton San Diego Central,117439,1
1290,Millennium Hilton New York One UN Plaza,106038,1
1290,New York Hilton Midtown,112922,2
1290,"Seacliff Inn Aptos, Tapestry Collection By Hilton",507571,2
1290,Spark By Hilton Springfield Southwest,129917,3
1290,Spark By Hilton Springfield Southwest,1701618509,3
1290,The Bostonian Boston,113791,2
1290,The LINQ Hotel + Experience,469402,1
1291,"Ambassador Chicago, Part Of JdV By Hyatt",109361,1
1291,Comfort Suites Pineville - Ballantyne Area,152153,1
1291,DoubleTree By Hilton Hotel Boston Bayside,153530,2
1291,DoubleTree By Hilton San Juan,175907,1
1291,Edison Beach House,536510,1
1291,Embassy Suites By Hilton Greensboro Airport,120161,2
1291,Four Points By Sheraton Boston Newton,105302,1
1291,Hilton Garden Inn New York/Tribeca,249659,1
1291,Hilton Long Beach,128064,1
1291,Horseshoe Las Vegas,107128,1
1291,La Quinta Inn & Suites By Wyndham Valdosta,1700296322,2
1291,MGM Grand Hotel & Casino,108540,5
1291,Ocean Casino Resort,424048,1
1291,Sonesta Select Arlington Rosslyn,128702,2
1291,The Inn At Saint Mary's,131139,1
1291,"Treasure Island - TI Las Vegas Hotel & Casino, A Radisson Hotel",134556,1
1291,Wyndham Columbus,108347,1
1300,A Victory Inn Tolleson,106129,2
1300,Allen Park Motor Lodge,690586,1
1300,Alpine Inn And Suites,224083,2
1300,Alura Inn,344007,3
1300,American Inn North Kansas City,460694,2
1300,Americas Best Value Inn Sparks,201683,1
1300,Arizona Charlie's Boulder,140206,1
1300,Ashland Springs Hotel,188336,1
1300,Astala Lodge,813102,1
1300,Astro Motel,1700333406,1
1300,Aura Hotel,724389,1
1300,Ayres Hotel Redlands,273807,1
1300,Bahama House,259605,1
1300,Banff Caribou Lodge And Spa,139931,1
1300,Beach Haven - Near Pacific Beach Park,170518,2
1300,Big 7 Motel,215049,1
1300,Buckeye Inn Express,1700053675,1
1300,Budget Inn,805103,1
1300,Butler Inn,202597,1
1300,Butterfly On LKF Boutique Hotel Central,1538121,3
1300,City Inn,1700288194,1
1300,Columbus Grand Hotel & Banquet Center,134116,3
1300,Conty's Motel,367732,1
1300,Coral Sands Inn,363625,1
1300,Eastside Lodge,111279,4
1300,Eden Village Motel & Cottages,255072,2
1300,Edison Beach House,536510,1
1300,Elite World Grand Istanbul Basın Ekspres Hotel,663813,1
1300,Extend-A-Suites Phoenix,195863,1
1300,Extended Stay America Premier Suites - Cleveland - Independence,128040,3
1300,Extended Stay America Premier Suites Providence East Providence,207498,2
1300,Extended Stay America Suites Asheville Tunnel Rd,147447,1
1300,Extended Stay America Suites Austin North Central,149462,3
1300,Extended Stay America Suites Long Island Melville,188819,1
1300,Extended Stay America Suites Princeton South Brunswick,147566,2
1300,Fawsley Hall,387771,1
1300,Forty-Seven,1700275988,2
1300,Gazebo Inn Oceanfront,1700245509,1
1300,Glover Park Hotel Georgetown,126824,1
1300,Harbor Hotel & Casino Curacao,531208,2
1300,HomeTowne Studios By Red Roof Austin,140071,2
1300,"HomeTowne Studios By Red Roof Covington, GA",481941,2
1300,HomeTowne Studios By Red Roof Dallas - Mesquite,150551,1
1300,HomeTowne Studios By Red Roof Fresno - West,140040,1
1300,Hotel Capo d'Africa - Colosseo,180797,4
1300,Hotel Energie,484303,1
1300,Hotel Fiona,1701618731,1
1300,Hotel Jefe At Ojos Locos,147592,1
1300,Hotel Saint Clair - Magnificent Mile,195791,1
1300,Hotel Villa,588444,1
1300,Hotel Villa Igea,516907,2
1300,Indian Wells Resort Hotel,122351,1
1300,Infinity Copacabana Hotel,295365,1
1300,Inns Of Virginia - Arlington,118560,1
1300,Kickapoo Lucky Eagle Casino Hotel,440446,2
1300,Knights Inn Madison Heights VA,202820,2
1300,Knights Inn Palmyra,220134,2
1300,Kompose Boutique Hotel,1700179065,5
1300,LivINN Hotel Minneapolis North / Fridley,175540,1
1300,Live Casino & Hotel - Maryland,847502,1
1300,Lloyd's On The River Country Inn By Oyo,1700176342,2
1300,Lodge At Feather Falls Casino,578014,2
1300,Longhorn Casino & Hotel,548300,1
1300,Magic Moment Resort And Kids Club,573613,1
1300,Mantra Melbourne Airport,321947,1
1300,Margaritaville Beach Resort South Padre Island,143033,1
1300,Marvin's Garden Inn,255416,1
1300,Montage Laguna Beach,208480,1
1300,"Motel 6 Auburn, CA",253750,1
1300,"Motel 6 Belmont, CA - San Francisco - Redwood City",452488,1
1300,"Motel 6 Buffalo, NY - Airport - Williamsville",126209,2
1300,"Motel 6 Elko, NV",453415,3
1300,"Motel 6 Fresno, CA",152909,2
1300,"Motel 6 Grove City, OH",127073,3
1300,"Motel 6 North Palm Springs, CA - North",450752,1
1300,Motel 6 Sacramento CA Downtown,452452,1
1300,"Motel 6 San Antonio, TX - Fort Sam Houston",452614,2
1300,Motel 6 Spring Hill FL Weeki Wachee,175372,2
1300,Motel San Diego - In San Diego (Pacific Beach),653123,1
1300,"My Place Hotel - Boise/Meridian, ID",670404,1
1300,NYX Hotel Bilbao By Leonardo Hotels,1910349,2
1300,Noelle,745411,1
1300,Norwood Inn & Suites North Conference Center,131146,1
1300,Nuvo Suites Hotel,544189,1
1300,OYO Hotel Houston Humble - IAH Airport HWY 59,460278,1
1300,OYO Times Square,292875,2
1300,Oaks Glenelg Liberty Suites,235022,1
1300,Ocean Casino Resort,424048,1
1300,Ocean Villas Of Deerfield,530443,1
1300,Olga's Fancy,581576,1
1300,Orangewood Inn & Suites Midtown,130271,1
1300,Osage Village Inn,588753,1
1300,Paradox Hotel Vancouver,595108,1
1300,Park Tower Inn,542136,4
1300,Parry Sound Inn & Suites,568808,1
1300,Porto Azzurro Aparthotel,257362,1
1300,Puffin Inn,232884,2
1300,Quality Inn Harriman,267144,3
1300,Quest Brighton On The Bay,307197,1
1300,RF Apartamentos Bambi Adults Only,354079,1
1300,Red Carpet Inn,108923,1
1300,Red Carpet Inn,202684,1
1300,Red Roof Inn & Suites Mt Holly - McGuire AFB,357180,5
1300,Red Roof Inn & Suites Newark - University,108896,1
1300,Red Roof Inn & Suites Wilmington - New Castle,106892,3
1300,Red Roof Inn Columbus - Ohio State Fairgrounds,189992,2
1300,Red Roof Inn Columbus Northeast - Westerville,194282,1
1300,Red Roof Inn Houston - Brookhollow,133621,1
1300,Red Roof Inn Kalamazoo East - Expo Center,150735,2
1300,Red Roof Inn PLUS+ Nashville Airport,127496,1
1300,Red Roof Inn PLUS+ Pittsburgh South - Airport,127370,1
1300,Red Roof Inn Philadelphia - Trevose,127368,1
1300,Red Roof Inn York Downtown,267505,2
1300,Red Roof PLUS+ Boston - Woburn/ Burlington,129279,1
1300,Red Roof PLUS+ Chicago - Willowbrook,150684,1
1300,Residenza Domiziano,323426,1
1300,Riviera Beach Resort,217128,1
1300,Rosa Grand Milano,114667,1
1300,Royal Palace Westwood,218157,1
1300,Ruby Zoe Hotel London,1700308523,1
1300,Sandman Signature Toronto Airport Hotel,258545,1
1300,Santa Fe Inn Los Angeles,271729,1
1300,Sherry Frontenac Oceanfront Hotel,1700342108,1
1300,Sonesta Select Whippany Hanover,138217,1
1300,Sonesta Simply Suites Atlanta Gwinnett Place,146817,1
1300,Sonesta Simply Suites Boston Braintree,147157,1
1300,Spring River Ebbsfleet By Marston's Inns,922473,4
1300,Stay Plus Extended Stay Suites,549937,1
1300,Tahitian Inn,164221,1
1300,Telegraph Hotel - Coventry,1700080821,1
1300,The Beachview Inn Clearwater Beach,197288,1
1300,The Chicago Hotel Collection Magnificent Mile,122910,1
1300,The Freeport Inn And Marina,273734,1
1300,The Grove Resort & Water Park Orlando,394858,1
1300,The Inn Forza,625713,1
1300,The Marlton Hotel,462737,1
1300,The New Pioneer,371164,1
1300,The Setai Miami Beach,195620,1
1300,The Yosemite Inn,515507,1
1300,Thistle London Heathrow Terminal 5,143163,1
1300,Trump International Beach Resort,206628,1
1300,Umbrella Hotel,567182,1
1300,Unno Boutique Hotel,111833,1
1300,Virgin Hotels New York City,1700304998,2
1300,Waterside Hotel And Suites,623925,1
1300,"Wildflower Farms, Auberge Resorts Collection",1700271780,1
1300,stayAPT Suites San Antonio-Lackland,1700259840,1
1307,Alpine Inn And Suites,224083,1
1307,Aura Hotel Times Square,244926,1
1307,Ayres Hotel Chino Hills,323514,1
1307,Beach Park Hotel,220596,2
1307,Cambria Hotel Fort Mill,2180000,2
1307,Clarion Inn Renton-Seattle,143294,1
1307,Columbus Grand Hotel & Banquet Center,134116,5
1307,Comfort Suites Greenville Airport,1700049912,2
1307,Courtyard By Marriott San Diego Mission Valley/Hotel Circle,267043,1
1307,Eden Roc Miami Beach,114060,1
1307,Edison Beach House,536510,2
1307,Forty-Seven,1700275988,2
1307,"Garnet Inn & Suites, Orlando",197753,1
1307,Gazebo Inn Oceanfront,1700245509,1
1307,German Village Inn Columbus,272701,3
1307,Horseshoe Las Vegas,107128,1
1307,Hotel Indigo Memphis Downtown,267497,1
1307,Hotel Xilo Glendale,477561,1
1307,Knights Inn Trevose,202816,3
1307,LeLux Hotel,228854,1
1307,LivINN Hotel Minneapolis North / Fridley,175540,2
1307,Longhorn Casino & Hotel,548300,1
1307,MGM Grand Hotel & Casino,108540,3
1307,"Motel 6 Los Angeles, CA - Los Angeles - LAX",448932,2
1307,NYX Hotel Bilbao By Leonardo Hotels,1910349,1
1307,OYO Times Square,292875,2
1307,Old Town Western Inn & Suites,173949,1
1307,Paris Las Vegas Resort & Casino,161293,1
1307,Publick House Historic Inn And Country Motor Lodge,140708,2
1307,Quality Inn - Denton,122386,1
1307,Quality Inn Miami Airport - Doral,222210,2
1307,Red Roof Inn & Suites Newark - University,108896,3
1307,Red Roof Inn & Suites Wilmington - New Castle,106892,2
1307,Red Roof Inn Columbus - Ohio State Fairgrounds,189992,3
1307,Romer House Waikiki,123374,1
1307,Royal Inn Charlotte Airport Hotel,223750,1
1307,Sandcastle Oceanfront Resort South Beach,232144,3
1307,Sea Ranch Resort,234027,1
1307,Sherry Frontenac Oceanfront Hotel,1700342108,1
1307,Silver Sevens Hotel & Casino,193218,1
1307,Sleep Inn Phoenix North I-17,143104,2
1307,SureStay Plus Hotel By Best Western Hayward,142229,1
1307,Travel Inn Motel,1700154174,2
1307,Travelodge By Wyndham Temple,223527,1
1371,APA Hotel Woodbridge,113014,2
1371,Aiden By Best Western @ Biberach,2205078,1
1371,Aloft Abu Dhabi,332711,4
1371,Alpine Inn And Suites,224083,1
1371,Alura Inn,344007,3
1371,AmericInn By Wyndham Denver Airport,151644,2
1371,Amsterdam Inn & Suites Moncton,238911,3
1371,"Baugh Motel, SureStay Collection By Best Western",495449,1
1371,Baymont By Wyndham Pueblo,126224,1
1371,Best Western Auburn/Opelika Inn,114552,2
1371,Best Western Auburndale Inn & Suites,241568,3
1371,Best Western Bayfront,231818,2
1371,Best Western Carlton Suites,181774,1
1371,Best Western Coral Hills,176558,1
1371,Best Western Elkhart Inn & Suites,183595,1
1371,Best Western Fallon Inn & Suites,210566,1
1371,Best Western Fredericksburg,495532,1
1371,Best Western Galleria Inn & Suites,205800,1
1371,Best Western George West Executive Inn,493993,1
1371,Best Western Kenosha Inn,210741,1
1371,Best Western La Grange Inn & Suites,499061,1
1371,Best Western Leesburg Hotel & Conference Center,209233,1
1371,Best Western Medical Center North Inn & Suites Near Six Flags,263559,1
1371,Best Western Moore Place Hotel,186497,3
1371,Best Western Of Lake George,176692,1
1371,Best Western Orlando Gateway Hotel,118338,1
1371,Best Western Plus Carriage Inn,193224,1
1371,Best Western Plus Gateway Inn & Suites,210950,2
1371,Best Western Plus Grant Creek Inn,209363,1
1371,Best Western Plus McKinney Inn & Suites,212044,1
1371,Best Western Plus Roswell/Alpharetta,209558,1
1371,Best Western Plus St. Louis West-Westport,129973,1
1371,Best Western Plus Stoneridge Inn & Conference Centre,126371,1
1371,Best Western Plus The Charles Hotel,129468,1
1371,Best Western Premier Hotel Aristocrate,21227,1
1371,Best Western Seneca-Clemson,506158,1
1371,Best Western Slidell Hotel,210932,1
1371,Best Western Springfield West Inn,121571,1
1371,Best Western Stateline Lodge,495650,1
1371,Best Western Windsor Pointe Hotel & Suites-At&T Center,506093,1
1371,Bloc Hotel Birmingham,373350,1
1371,Britannia Hotel Manchester,124470,1
1371,Butler Inn,202597,1
1371,"Cambria Hotel Washington, D.C. Convention Center",448302,2
1371,Candlewood Suites New York City-Times Square,270634,2
1371,Cedar Lodge,217587,3
1371,Citadines Montparnasse Paris,206337,1
1371,Clarion Inn Renton-Seattle,143294,2
1371,Columbus Grand Hotel & Banquet Center,134116,1
1371,Comfort Suites Westchase Houston Energy Corridor,192269,1
1371,Courtyard By Marriott Monroe Airport,161684,6
1371,Crystal Inn Hotel & Suites Midvalley,170628,1
1371,Days Inn By Wyndham Hillsdale,115077,2
1371,Days Inn By Wyndham Mesquite Rodeo TX,173974,4
1371,Disney's Caribbean Beach Resort,106105,2
1371,DoubleTree By Hilton Miami North I-95,808934,2
1371,DoubleTree By Hilton Washington DC Silver Spring,107300,1
1371,Econo Lodge Fredericksburg Near I-95,213268,1
